;Number of cuts;Length of X;K fold;Train error;Train var. error;Train bias error;Train list errors;Test error;Test var. error;Test bias error;Test list errors
24;6;60;5;0.593675;8.627783199999965e-06;0.7704974835888823;[0.595042, 0.592347, 0.58853, 0.596228, 0.596228];0.6081179999999999;5.365120919999976e-05;0.7797848092844589;[0.604064, 0.602525, 0.621497, 0.602094, 0.61041]
25;6;60;6;0.594371;5.509161999999898e-06;0.7709510301166994;[0.595492, 0.596482, 0.589979, 0.593452, 0.593822, 0.596999];0.6078095;0.0001719322415833332;0.7795111081687142;[0.604359, 0.594605, 0.630451, 0.591648, 0.616038, 0.609756]
26;6;60;7;0.5943727142857144;5.259673918367362e-06;0.7709523037204027;[0.596968, 0.596105, 0.591291, 0.591219, 0.592973, 0.59635, 0.595703];0.608055;0.00014610399885714272;0.779685126189504;[0.606034, 0.592241, 0.625, 0.618966, 0.589909, 0.611902, 0.612333]
27;6;60;8;0.59528925;3.1432329375000715e-06;0.7715478642100323;[0.594918, 0.599141, 0.594425, 0.592595, 0.594073, 0.59551, 0.59565, 0.596002];0.6070085000000001;0.00010992902450000024;0.7790369509692721;[0.607389, 0.591133, 0.60197, 0.630542, 0.605419, 0.602267, 0.611631, 0.605717]
28;7;60;2;0.590873;1.1088900000001846e-07;0.7686825671959785;[0.59054, 0.591206];0.6095335;2.8917002500001673e-06;0.7807244125168303;[0.607833, 0.611234]
29;7;60;3;0.5921046666666667;2.5413910222222026e-05;0.7694668626759988;[0.597376, 0.585312, 0.593626];0.609719;4.357096466666648e-05;0.7808171546753653;[0.600406, 0.61493, 0.613821]
30;7;60;4;0.5936440000000001;1.4247809500000105e-05;0.7704737193379798;[0.599244, 0.588602, 0.593201, 0.593529];0.608795;3.7982788999999886e-05;0.7802288236222755;[0.601724, 0.61764, 0.604582, 0.611234]
31;7;60;5;0.5937058;8.512843759999975e-06;0.7705175450022147;[0.595119, 0.592347, 0.588607, 0.596228, 0.596228];0.6079948;5.276784055999983e-05;0.7797063756052274;[0.604064, 0.602525, 0.621189, 0.601786, 0.61041]
32;7;60;6;0.5943465;5.62218924999993e-06;0.7709350671818931;[0.595492, 0.596556, 0.589905, 0.593452, 0.593748, 0.596926];0.6077480000000001;0.00017237556433333313;0.779471374994404;[0.60399, 0.594605, 0.630451, 0.591648, 0.616038, 0.609756]
33;7;60;7;0.5943727142857143;5.1124647755101124e-06;0.7709523991926731;[0.596896, 0.596105, 0.591291, 0.591219, 0.593117, 0.596278, 0.595703];0.6079934285714285;0.00014404008938775518;0.779646964004889;[0.606034, 0.592241, 0.624569, 0.618966, 0.589909, 0.611902, 0.612333]
34;7;60;8;0.59525425;3.1863614375000763e-06;0.7715251542487532;[0.594918, 0.599141, 0.594285, 0.592525, 0.594144, 0.595439, 0.59565, 0.595932];0.6069468750000001;0.00011053999785937519;0.7789970057722563;[0.607389, 0.591133, 0.60197, 0.630542, 0.605419, 0.601774, 0.611631, 0.605717]
35;8;60;2;0.5909345;7.371224999998919e-08;0.7687225938449774;[0.590663, 0.591206];0.6095335;2.8917002500001673e-06;0.7807244125168303;[0.607833, 0.611234]
36;8;60;3;0.5920740000000001;2.5092482666666536e-05;0.7694471440699052;[0.597284, 0.585312, 0.593626];0.6096576666666667;4.4720882888888455e-05;0.7807771422011391;[0.600222, 0.61493, 0.613821]
37;8;60;4;0.5936442500000001;1.469033468750005e-05;0.7704735943984794;[0.599327, 0.58852, 0.593201, 0.593529];0.60879525;3.918411968750018e-05;0.7802282139735223;[0.601478, 0.61764, 0.604582, 0.611481]
38;8;60;5;0.593675;8.512591199999975e-06;0.7704975583405829;[0.595042, 0.59227, 0.588607, 0.596228, 0.596228];0.6079948;5.252513656000004e-05;0.7797065312432877;[0.603756, 0.602525, 0.621189, 0.602094, 0.61041]
39;8;60;6;0.5943588333333333;5.513392805555458e-06;0.7709431366453221;[0.595492, 0.596556, 0.589979, 0.593452, 0.593748, 0.596926];0.6077480000000001;0.00017237556433333313;0.779471374994404;[0.60399, 0.594605, 0.630451, 0.591648, 0.616038, 0.609756]
40;8;60;7;0.5943111428571429;5.111548979591798e-06;0.7709124666965526;[0.596824, 0.596105, 0.591219, 0.591219, 0.592973, 0.596206, 0.595632];0.608055;0.0001434427554285714;0.7796868328018445;[0.606034, 0.592241, 0.625, 0.618966, 0.590341, 0.61147, 0.612333]
41;8;60;8;0.5952893749999999;3.2084762343750703e-06;0.7715479029352393;[0.594918, 0.599141, 0.594355, 0.592595, 0.594003, 0.59551, 0.59565, 0.596143];0.60707;0.00010975999175000026;0.7790765302640363;[0.607389, 0.591133, 0.60197, 0.630542, 0.605911, 0.602267, 0.611631, 0.605717]
