;Number of cuts;Length of X;K fold;Train error;Train var. error;Train bias error;Train list errors;Test error;Test var. error;Test bias error;Test list errors
19;5;120;7;0.04497957142857143;1.2807048163265288e-06;0.21208085892827552;[0.043256, 0.043759, 0.046562, 0.04455, 0.044978, 0.045553, 0.046199];0.2682144285714286;5.354033653061217e-05;0.5178425322768476;[0.262931, 0.264655, 0.269397, 0.278017, 0.271238, 0.275981, 0.255282]
20;5;120;8;0.044739;7.241375000000001e-07;0.2115142450581048;[0.043852, 0.044907, 0.044837, 0.044556, 0.043992, 0.046593, 0.043919, 0.045256];0.267845625;9.965944048437498e-05;0.5174417508855615;[0.259606, 0.266995, 0.266995, 0.267488, 0.269951, 0.291769, 0.263677, 0.256284]
21;6;60;2;0.11861849999999999;5.8438380249999875e-05;0.344325516945448;[0.126263, 0.110974];0.427296;2.6936099999999137e-07;0.6536786141820765;[0.426777, 0.427815]
22;6;60;3;0.12871866666666668;4.1841364222222154e-05;0.35871552141278257;[0.135255, 0.130993, 0.119908];0.3934843333333333;1.5614782222222386e-06;0.6272820512776618;[0.392389, 0.392831, 0.395233]
23;6;60;4;0.1314695;1.8674387249999965e-05;0.362561478390562;[0.138622, 0.131056, 0.128675, 0.127525];0.38812625;3.426862218750015e-05;0.6229702893219006;[0.380542, 0.386548, 0.396896, 0.388519]
24;6;60;5;0.1359394;7.50951544000002e-06;0.3686894227999496;[0.137501, 0.134267, 0.134642, 0.132794, 0.140493];0.3775334;0.00011872763463999993;0.6143408438036332;[0.366687, 0.377155, 0.36988, 0.397906, 0.376039]
25;6;60;6;0.13217966666666667;6.933923888888884e-06;0.36355568038854486;[0.134959, 0.135467, 0.132806, 0.130441, 0.131624, 0.127781];0.3768561666666666;0.0001549476988055556;0.61375990335624;[0.364241, 0.37731, 0.371766, 0.383962, 0.399852, 0.364006]
26;6;60;7;0.13836714285714286;6.669934979591846e-06;0.3719683762393831;[0.140116, 0.136452, 0.133075, 0.138176, 0.139388, 0.140969, 0.140394];0.37858099999999995;0.0001467546417142855;0.6151700946553609;[0.364224, 0.379741, 0.363362, 0.3875, 0.376887, 0.401035, 0.377318]
27;6;60;8;0.13676874999999997;1.2517870187500027e-05;0.369805668060689;[0.142043, 0.129514, 0.138734, 0.134933, 0.135145, 0.136613, 0.139851, 0.137317];0.374085125;0.00014533033460937495;0.6115061689512139;[0.366995, 0.358128, 0.374877, 0.373399, 0.378325, 0.402169, 0.367669, 0.371119]
28;7;60;2;0.11861849999999999;5.8438380249999875e-05;0.344325516945448;[0.126263, 0.110974];0.427296;2.6936099999999137e-07;0.6536786141820765;[0.426777, 0.427815]
29;7;60;3;0.12871866666666668;4.1841364222222154e-05;0.35871552141278257;[0.135255, 0.130993, 0.119908];0.3934843333333333;1.5614782222222386e-06;0.6272820512776618;[0.392389, 0.392831, 0.395233]
30;7;60;4;0.1314695;1.8674387249999965e-05;0.362561478390562;[0.138622, 0.131056, 0.128675, 0.127525];0.38812625;3.426862218750015e-05;0.6229702893219006;[0.380542, 0.386548, 0.396896, 0.388519]
31;7;60;5;0.1359394;7.50951544000002e-06;0.3686894227999496;[0.137501, 0.134267, 0.134642, 0.132794, 0.140493];0.3775334;0.00011872763463999993;0.6143408438036332;[0.366687, 0.377155, 0.36988, 0.397906, 0.376039]
32;7;60;6;0.13217966666666667;6.933923888888884e-06;0.36355568038854486;[0.134959, 0.135467, 0.132806, 0.130441, 0.131624, 0.127781];0.3768561666666666;0.0001549476988055556;0.61375990335624;[0.364241, 0.37731, 0.371766, 0.383962, 0.399852, 0.364006]
33;7;60;7;0.13815157142857143;6.514985387755107e-06;0.3716787005508705;[0.140116, 0.136452, 0.133075, 0.137817, 0.138238, 0.140969, 0.140394];0.3782112857142857;0.0001505060490612244;0.6148664730372152;[0.364224, 0.379741, 0.363362, 0.387931, 0.373868, 0.401035, 0.377318]
34;7;60;8;0.13676874999999997;1.2517870187500027e-05;0.369805668060689;[0.142043, 0.129514, 0.138734, 0.134933, 0.135145, 0.136613, 0.139851, 0.137317];0.374085125;0.00014533033460937495;0.6115061689512139;[0.366995, 0.358128, 0.374877, 0.373399, 0.378325, 0.402169, 0.367669, 0.371119]
35;8;60;2;0.11861849999999999;5.8438380249999875e-05;0.344325516945448;[0.126263, 0.110974];0.427296;2.6936099999999137e-07;0.6536786141820765;[0.426777, 0.427815]
36;8;60;3;0.12871866666666668;4.1841364222222154e-05;0.35871552141278257;[0.135255, 0.130993, 0.119908];0.3934843333333333;1.5614782222222386e-06;0.6272820512776618;[0.392389, 0.392831, 0.395233]
37;8;60;4;0.1314695;1.8674387249999965e-05;0.362561478390562;[0.138622, 0.131056, 0.128675, 0.127525];0.38812625;3.426862218750015e-05;0.6229702893219006;[0.380542, 0.386548, 0.396896, 0.388519]
38;8;60;5;0.1359394;7.50951544000002e-06;0.3686894227999496;[0.137501, 0.134267, 0.134642, 0.132794, 0.140493];0.3775334;0.00011872763463999993;0.6143408438036332;[0.366687, 0.377155, 0.36988, 0.397906, 0.376039]
39;8;60;6;0.13224116666666666;7.3571771388888945e-06;0.3636396698512523;[0.134959, 0.135836, 0.132806, 0.130441, 0.131624, 0.127781];0.377164;0.00015570091566666675;0.6140100154593028;[0.364241, 0.379157, 0.371766, 0.383962, 0.399852, 0.364006]
40;8;60;7;0.13875714285714286;8.819963265306124e-06;0.37248935943712214;[0.140116, 0.136452, 0.133075, 0.137817, 0.142477, 0.140969, 0.140394];0.37833442857142857;0.0001495273448163264;0.6149673985071178;[0.364224, 0.379741, 0.363362, 0.387931, 0.37473, 0.401035, 0.377318]
41;8;60;8;0.13678624999999997;1.2266097687500026e-05;0.36982966876970874;[0.142043, 0.129654, 0.138734, 0.134933, 0.135145, 0.136613, 0.139851, 0.137317];0.374085125;0.00014533033460937495;0.6115061689512139;[0.366995, 0.358128, 0.374877, 0.373399, 0.378325, 0.402169, 0.367669, 0.371119]
